"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11817","keyboard events for playwright","chromium","2025-12-17","passed","2025-12-17","","keyboardevents.spec.js","",""
